 Comment / ID, Start time, Sample size, Corr. f, Density,,
1.48,0.04,76.9,-0.5, NaN,246,22.3
1.52,0.04,77.7,0.8, NaN,249,22.3
1.56,0.04,78.4,0.7, NaN,253,22.3
1.6,0.04,81.4,3, NaN,256,22.3
1.64,0.04,86.7,5.3, NaN,260,22.3
1.68,0.04,90.1,3.4, NaN,264,22.3
1.72,0.04,96.3,6.2, NaN,267,22.3
1.76,0.04,97.7,1.4, NaN,271,22.3
1.8,0.04,101,3.3, NaN,274,22.3
1.84,0.04,103.9,2.9, NaN,278,22.3
1.88,0.04,108.5,4.6, NaN,281,22.3
1.92,0.04,109.6,1.1, NaN,294,22.3
1.96,0.04,115.8,6.2, NaN,306,22.3
2,0.04,125.7,9.9, NaN,310,22.3
2.04,0.04,134,8.3, NaN,314,22.3
2.08,0.04,148.5,14.5, NaN,317,22.3
2.12,0.04,154.5,6,241.66,322,22.2
2.16,0.04,163.6,9.1,214.16,327,22.3
2.2,0.04,173.6,10,184.17,331,22.2
2.24,0.04,178.9,5.3,148.62,338,22.2
2.28,0.04,184.9,6,131.7,341,22.2
2.3,0.02,186.2,1.3,106,707,22.1
2.32,0.02,188.5,2.3,94.23,714,22.1
2.34,0.02,190.3,1.8,98.26,723,22.1
2.36,0.02,192.4,2.1,91.8,727,22.1
2.38,0.02,194.5,2.1,91.22,730,22.1
2.4,0.02,196.3,1.8,79,734,22.1
2.42,0.02,197.5,1.2,71,738,22.1
2.44,0.02,198.8,1.3,64.39,745,22
2.46,0.02,200.1,1.3,65.09,750,22.1
2.48,0.02,201.4,1.3,66.38,754,22
2.5,0.02,202.8,1.4,66.31,760,22
2.52,0.02,204.2,1.4,65.91,764,22.1
2.54,0.02,205.6,1.4,63.16,768,22
2.56,0.02,206.4,0.8,56.89,774,22
2.58,0.02,207.7,1.3,50.34,777,22
2.6,0.02,209,1.3,45.8,780,22
2.62,0.02,209.5,0.5,42.58,784,22
2.64,0.02,210.2,0.7,42.68,789,22
2.66,0.02,211.2,1,40.59,793,22
2.68,0.02,212.1,0.9,41.5,796,22
2.7,0.02,212.9,0.8,43.86,800,22
2.72,0.02,213.9,1,41.61,803,22
2.74,0.02,214.4,0.5,38.31,807,22
2.76,0.02,215.3,0.9,36.29,810,22
2.78,0.02,216.2,0.9,35.76,813,22
2.8,0.02,216.7,0.5,34.82,816,22
2.82,0.02,217.3,0.6,34.86,820,22
2.84,0.02,218.1,0.8,32.67,825,22
2.86,0.02,218.9,0.8,33.41,828,22
2.88,0.02,219.4,0.5,34.92,832,22
2.9,0.02,220.1,0.7,33.6,836,22
2.92,0.02,220.7,0.6,31.45,839,22
2.94,0.02,221.5,0.8,30,843,22
2.96,0.02,222.1,0.6,29,846,22
2.98,0.02,222.5,0.4,26.88,849,22
3,0.02,223,0.5,26.77,855,22
3.02,0.02,223.6,0.6,26.99,860,22
3.04,0.02,224.2,0.6,26.91,863,22
3.06,0.02,224.7,0.5,26.86,867,22
3.08,0.02,225.3,0.6,26.12,870,22
3.1,0.02,225.7,0.4,24.34,874,22
3.12,0.02,226.1,0.4,23.77,877,22
3.14,0.02,226.8,0.7,24.16,880,22
3.16,0.02,227.2,0.4,22.56,884,22
3.18,0.02,227.5,0.3,21.49,890,22
3.2,0.02,228.1,0.6,20.87,893,22
3.22,0.02,228.5,0.4,20.56,896,22
3.24,0.02,228.7,0.2,21.52,900,22
3.26,0.02,229.3,0.6,21.14,903,22
3.28,0.02,229.8,0.5,20.1,908,22
3.3,0.02,230.1,0.3,20.74,913,22
3.32,0.02,230.5,0.4,20.88,917,22
3.34,0.02,230.9,0.4,19.61,923,22
3.36,0.02,231.3,0.4,20.19,926,21.9
3.38,0.02,231.8,0.5,21.38,930,22
3.4,0.02,232.2,0.4,21.52,934,22
3.42,0.02,232.5,0.3,21.01,939,22
3.44,0.02,233,0.5,20.35,943,22
3.46,0.02,233.5,0.5,19.49,946,22
3.48,0.02,233.8,0.3,18.44,950,22
3.5,0.02,234.1,0.3,17.29,954,22
3.52,0.02,234.5,0.4,16.2,958,22
3.54,0.02,234.8,0.3,16.42,961,22
3.56,0.02,235.1,0.3,16.8,966,22
3.58,0.02,235.5,0.4,16.28,970,22
3.6,0.02,235.8,0.3,15.42,974,21.9
3.62,0.02,236.1,0.3,14.92,977,22
3.64,0.02,236.4,0.3,16.08,980,22
3.66,0.02,236.7,0.3,16.74,985,21.9
3.68,0.02,237,0.3,17.26,990,21.9
3.7,0.02,237.4,0.4,16.57,994,22
3.72,0.02,237.9,0.5, NaN,997,21.9
3.74,0.02,238,0.1, NaN,1000,21.9
3.76,0.02,238.3,0.3, NaN,1004,21.9
3.78,0.02,238.6,0.3, NaN,1008,21.9
3.8,0.02,239,0.4, NaN,1011,21.9
